,gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,Regulation
7393,SCN10A,0,NA,NA,NA,NA,Not Significant
7394,LOC105377034,0,NA,NA,NA,NA,Not Significant
7395,LOC107986042,0,NA,NA,NA,NA,Not Significant
7396,SCN11A,2.187004401,-0.007559348,0.174391581,0.738520492,NA,Not Significant
7397,WDR48,995.055992,-0.129518213,0.088728742,0.078883673,0.269039075,Not Significant
7398,GORASP1,1316.147167,0.013088193,0.073339118,0.885158389,0.954432337,Not Significant
7399,TTC21A,77.33884604,0.086787317,0.161099308,0.348644105,0.641007914,Not Significant
7400,MIR6822,0.108361985,-0.000369648,0.175773147,1,NA,Not Significant
7401,CSRNP1,1018.735756,0.110539384,0.132222799,0.240738223,0.523935541,Not Significant
7402,LOC101928263,5.644125883,0.025323274,0.174432684,0.481522519,NA,Not Significant
7403,LOC105377035,0.866436331,-0.000648527,0.175767774,1,NA,Not Significant
7404,XIRP1,2.600787552,0.015361129,0.175985479,0.350514803,NA,Not Significant
7405,DSTNP4,0,NA,NA,NA,NA,Not Significant
7406,LOC102724104,0,NA,NA,NA,NA,Not Significant
7407,CX3CR1,0.361215092,-0.00267434,0.175766426,0.85556125,NA,Not Significant
7408,CCR8,0,NA,NA,NA,NA,Not Significant
7409,LOC105377037,0,NA,NA,NA,NA,Not Significant
7410,LOC105377644,11.06410348,-0.020531868,0.168621938,0.692079661,NA,Not Significant
7411,SLC25A38,1217.600304,-0.077641175,0.100083749,0.349370801,0.641631596,Not Significant
7412,RPSA,24493.62567,-0.074690554,0.075968944,0.27652254,0.56921582,Not Significant
7413,SNORA6,20.97092662,0.035013851,0.165747294,0.588191681,NA,Not Significant
7414,SNORA62,17.51174836,0.017247767,0.166730923,0.757980837,NA,Not Significant
7415,LOC107986075,11.10073907,-0.013307348,0.170515894,0.760311887,NA,Not Significant
7416,MOBP,2.181550354,-0.025371003,0.177457503,0.153018234,NA,Not Significant
7417,LOC105377039,0,NA,NA,NA,NA,Not Significant
7418,MYRIP,17.71631739,0.012404284,0.16332476,0.842297794,NA,Not Significant
7419,EIF1B-AS1,5.9830589,0.002397714,0.171885389,0.948696131,NA,Not Significant
7420,LOC124900557,0,NA,NA,NA,NA,Not Significant
7421,LOC124906228,0.31309055,-0.002527014,0.175766185,0.859365218,NA,Not Significant
7422,EIF1B,884.5379107,0.078656667,0.093944198,0.321563159,0.617258972,Not Significant
7423,ENTPD3,27.50404746,-0.022741288,0.161241988,0.732150237,0.889631848,Not Significant
7424,ENTPD3-AS1,11.89382108,0.059060315,0.181782113,0.243306494,NA,Not Significant
7425,RPL14,10750.25294,-0.096555093,0.085152564,0.206516008,0.480408172,Not Significant
7426,ZNF619,151.9794945,0.121144871,0.137886548,0.210997966,0.486878413,Not Significant
7427,ZNF620,155.6550513,0.040867848,0.130911111,0.645597516,0.846443385,Not Significant
7428,ZNF621,1035.978006,0.150550621,0.077268178,0.030247239,0.142803137,Not Significant
7429,LOC124906229,0,NA,NA,NA,NA,Not Significant
7430,LOC105377043,0.517312896,-0.005880221,0.175821747,0.774706388,NA,Not Significant
7431,LOC124906230,0.353393802,0.00207147,0.175735169,0.926172587,NA,Not Significant
7432,LOC105377045,0,NA,NA,NA,NA,Not Significant
7433,CTNNB1,12228.43752,-0.037636258,0.108413749,0.657554895,0.85365364,Not Significant
7434,ULK4,194.6504812,-0.094837149,0.124168266,0.309403023,0.605241864,Not Significant
7435,LOC105377046,0.204000669,0.003924327,0.175790981,0.796789502,NA,Not Significant
7436,TRAK1,1525.431153,0.348368951,0.149022992,0.003242982,0.028257975,Up
7437,LOC124906231,55.67052856,0.049040004,0.16709889,0.483934349,0.749627197,Not Significant
7438,LOC105377048,0,NA,NA,NA,NA,Not Significant
7439,CCK,4.519857753,0.035823785,0.178757544,0.207589835,NA,Not Significant
7440,LYZL4,0.111624923,0.001801202,0.175771419,0.809148238,NA,Not Significant
7441,VIPR1,2.835197006,0.011121766,0.174848806,0.617305806,NA,Not Significant
7442,VIPR1-AS1,0,NA,NA,NA,NA,Not Significant
7443,SEC22C,1530.85746,-0.191540125,0.084915895,0.011223205,0.070076477,Not Significant
7444,SS18L2,367.6372306,-0.133464793,0.115628866,0.14862316,0.398264731,Not Significant
7445,NKTR,2529.075856,0.051080823,0.117610196,0.564725709,0.801820369,Not Significant
7446,ZBTB47-AS1,12.99744176,-0.039828149,0.172353673,0.464829984,NA,Not Significant
7447,ZBTB47,1199.941096,0.233764915,0.108785761,0.010369802,0.066490676,Not Significant
7448,LOC124906232,0.265814388,9.88E-05,0.175715373,0.964748995,NA,Not Significant
7449,KLHL40,0,NA,NA,NA,NA,Not Significant
7450,HHATL,2.474999905,0.018754217,0.175972025,0.378394962,NA,Not Significant
7451,HHATL-AS1,0,NA,NA,NA,NA,Not Significant
7452,CCDC13,13.84186038,0.002687894,0.16862313,0.955046682,NA,Not Significant
7453,CCDC13-AS1,0,NA,NA,NA,NA,Not Significant
7454,CCDC13-AS2,2.371365914,-0.008180488,0.174644497,0.715116278,NA,Not Significant
7455,HIGD1A,3284.162731,-0.012507713,0.088772985,0.870675967,0.949150695,Not Significant
7456,ACKR2,5.362081572,0.007704922,0.172799198,0.811475915,NA,Not Significant
7457,CYP8B1,0,NA,NA,NA,NA,Not Significant
7458,ZNF662,7.781650214,-0.013646798,0.171190725,0.744685959,NA,Not Significant
7459,KRBOX1-AS1,0,NA,NA,NA,NA,Not Significant
7460,KRBOX1,0,NA,NA,NA,NA,Not Significant
7461,GASK1A,0.451519457,0.00262745,0.175613286,0.614777814,NA,Not Significant
7462,POMGNT2,1143.467553,0.039787384,0.08479033,0.623499882,0.833400995,Not Significant
7463,LOC107986079,0,NA,NA,NA,NA,Not Significant
7464,LOC105377051,0,NA,NA,NA,NA,Not Significant
7465,LOC105377052,0.21672397,-0.000445539,0.175772549,1,NA,Not Significant
7466,SNRK,768.9850404,-0.084631018,0.097950418,0.299361157,0.594840633,Not Significant
7467,SNRK-AS1,25.09111396,0.02606683,0.166146582,0.6686223,0.859709673,Not Significant
7468,ANO10,2354.945147,0.159972732,0.121674222,0.081422357,0.27415002,Not Significant
7469,ABHD5,1367.969347,0.014929672,0.134285679,0.860285528,0.944412489,Not Significant
7470,LOC107986081,0.0505391,-0.000307226,0.175776691,1,NA,Not Significant
7471,LOC124909489,1105.078412,-0.07226207,0.127939086,0.428178727,0.710145374,Not Significant
7472,MIR138-1,0,NA,NA,NA,NA,Not Significant
7473,TOPAZ1,0.111624923,0.001801202,0.175771419,0.809148238,NA,Not Significant
7474,LOC105377055,1.354851969,-0.007886147,0.175683933,0.513262843,NA,Not Significant
7475,TCAIM,689.1686233,0.300901023,0.109667843,0.001285118,0.013704345,Up
7476,C3orf86P,0,NA,NA,NA,NA,Not Significant
7477,LINC01988,0,NA,NA,NA,NA,Not Significant
7478,ZNF445,1027.889223,-0.193469829,0.101924092,0.023899976,0.121307869,Not Significant
7479,LOC101928529,6.941437293,-0.051141175,0.183774138,0.107935432,NA,Not Significant
7480,ZNF852,169.7843321,0.195327606,0.186055217,0.080193817,0.271334641,Not Significant
7481,ZKSCAN7,96.39316956,0.06146048,0.148045967,0.518324966,0.772950387,Not Significant
7482,ZKSCAN7-AS1,1.972202887,-0.002891652,0.175272566,0.800553151,NA,Not Significant
7483,ZNF660-ZNF197,0,NA,NA,NA,NA,Not Significant
7484,ZNF660,58.60999845,0.287958824,0.312979351,0.032138594,0.149029344,Not Significant
7485,ZNF197-AS1,2.401296656,-0.032557901,0.178739967,0.142524259,NA,Not Significant
7486,ZNF197,1.022042964,0.002480109,0.175253529,0.843081277,NA,Not Significant
7487,ZNF35,358.896822,0.228723917,0.116416515,0.015799071,0.090047019,Not Significant
7488,LOC124905403,15.14205525,-0.01350418,0.171045688,0.748976751,NA,Not Significant
7489,ZNF502,77.50656316,0.087669466,0.169535661,0.304017439,0.599085549,Not Significant
7490,LOC105377056,0.60075654,-0.011814062,0.176202531,0.29425005,NA,Not Significant
7491,ZNF501,56.74489216,0.653645661,0.317643062,0.001948048,0.018987387,Up
7492,KIAA1143,980.8919204,0.00494493,0.080526926,0.956573874,0.982848327,Not Significant
7493,KIF15,719.8270293,-0.119339416,0.10657876,0.167440106,0.426628149,Not Significant
7494,MIR564,0.049983058,-0.001600135,0.175775989,0.858244616,NA,Not Significant
7495,TMEM42,201.8675581,0.091856688,0.139785125,0.328266275,0.623399879,Not Significant
7496,TGM4,8.147629856,0.005798639,0.170441577,0.891748541,NA,Not Significant
7497,ZDHHC3,2743.426498,-0.011167181,0.061293924,0.834841742,0.933682633,Not Significant
7498,EXOSC7,825.5495252,-0.082075991,0.085030057,0.274924846,0.567744448,Not Significant
7499,CLEC3B,3.354345407,0.018445278,0.174866202,0.505695267,NA,Not Significant
7500,CDCP1,9427.50602,-0.085762696,0.114014567,0.332352748,0.62700911,Not Significant
7501,LOC101928636,1.784944449,0.026356287,0.177428083,0.219509518,NA,Not Significant
7502,TMEM158,3179.514611,0.010134061,0.100986772,0.897435302,0.960951788,Not Significant
7503,LOC124906378,0,NA,NA,NA,NA,Not Significant
7504,LOC105377061,0.224021134,-0.004108923,0.175808939,0.71568688,NA,Not Significant
7505,LOC105377062,0,NA,NA,NA,NA,Not Significant
7506,LARS2,1762.283374,0.006458591,0.092141938,0.930748321,0.973280741,Not Significant
7507,LARS2-AS1,0.157873713,-0.000479361,0.175773669,1,NA,Not Significant
7508,LIMD1,1501.607052,-0.063774574,0.108850088,0.458859749,0.73038208,Not Significant
7509,LIMD1-AS1,3.521252144,-0.007589575,0.173552134,0.788384636,NA,Not Significant
7510,TRR-ACG2-1,0.049983058,-0.001600135,0.175775989,0.858244616,NA,Not Significant
7511,SACM1L,1596.104866,0.039383804,0.110451472,0.645985214,0.846529324,Not Significant
7512,SLC6A20,4.467306866,-0.017486935,0.174361519,0.558618331,NA,Not Significant
7513,LOC107986082,0,NA,NA,NA,NA,Not Significant
7514,LZTFL1,453.8178523,0.01004399,0.152560758,0.856327111,0.942972773,Not Significant
7515,CCR9,0,NA,NA,NA,NA,Not Significant
7516,FYCO1,2170.194246,0.40239966,0.096026364,4.74E-06,0.00012081,Up
7517,CXCR6,0.115915233,0.002484222,0.175785187,0.710607006,NA,Not Significant
7518,LOC105377063,2.912769713,0.026382147,0.176881137,0.292309584,NA,Not Significant
7519,XCR1,0,NA,NA,NA,NA,Not Significant
7520,LOC105377067,0.463734786,0.002863639,0.175724361,0.864976112,NA,Not Significant
7521,CCR1,3.917318323,0.027021413,0.177977628,0.166563983,NA,Not Significant
7522,CCR3,0.053667306,-0.000311351,0.17577668,1,NA,Not Significant
7523,CCR2,0,NA,NA,NA,NA,Not Significant
7524,CCR5AS,1.671655485,0.01373676,0.175637639,0.472479011,NA,Not Significant
7525,CCR5,0.158479775,0.000296069,0.175721204,0.967707327,NA,Not Significant
7526,CCRL2,15.04323553,0.004057919,0.167530419,0.935579345,NA,Not Significant
7527,LINC02009,34.59300317,-0.130254556,0.210236559,0.120824213,0.349133287,Not Significant
7528,LTF,11.91997792,0.095097061,0.206468131,0.06703011,NA,Not Significant
7529,RTP3,0.698094124,0.007661518,0.175586317,0.678196856,NA,Not Significant
7530,LRRC2,55.4849622,0.316579109,0.381719158,0.023969972,0.121492229,Not Significant
7531,LRRC2-AS1,2.326460233,-0.014062237,0.175523183,0.46653718,NA,Not Significant
7532,CRIPTO,0,NA,NA,NA,NA,Not Significant
7533,FAM240A,0,NA,NA,NA,NA,Not Significant
7534,ALS2CL,475.0067368,0.241918135,0.124598244,0.014808788,0.085720366,Not Significant
7535,TMIE,6.654197828,0.016295342,0.172268251,0.67680665,NA,Not Significant
7536,PRSS50,1.2421252,-0.003874779,0.175203336,0.791289826,NA,Not Significant
7537,PRSS46P,0.104206406,-0.000471377,0.175773943,1,NA,Not Significant
7538,PRSS45P,0.165292229,0.001730566,0.175771367,0.814396476,NA,Not Significant
7539,PRSS43P,1.131595582,0.000819664,0.175154617,0.97852558,NA,Not Significant
7540,PRSS44P,5.169626382,-0.012423859,0.173399328,0.690455512,NA,Not Significant
7541,PRSS42P,2.354410815,0.016096584,0.175551616,0.436959653,NA,Not Significant
7542,MYL3,1.211973217,-0.014321697,0.175801331,0.450067582,NA,Not Significant
7543,PTH1R,40.54648422,-0.012567393,0.159033844,0.853924257,0.941800752,Not Significant
7544,CCDC12,634.8815914,-0.102387775,0.098469888,0.210666983,0.486593992,Not Significant
7545,NBEAL2,1408.995289,-0.082169568,0.132983461,0.371150984,0.661326146,Not Significant
7546,NRADDP,1.32166909,0.008793143,0.175553049,0.478108328,NA,Not Significant
7547,SETD2,2640.611043,-0.036015983,0.11818413,0.676948913,0.862759972,Not Significant
7548,KIF9-AS1,73.19790314,0.146543,0.179436512,0.148241753,0.397552094,Not Significant
7549,KIF9,89.97178575,0.427712392,0.277992771,0.008889489,0.059552796,Not Significant
7550,SNORD13J,0,NA,NA,NA,NA,Not Significant
7551,KLHL18,1578.573099,0.271991847,0.108312035,0.002948771,0.026347731,Up
7552,PTPN23-DT,54.85273433,-0.145437405,0.21301128,0.11697975,0.342459985,Not Significant
7553,PTPN23,3015.112559,0.009055228,0.096864057,0.909223851,0.965702504,Not Significant
7554,SCAP,2880.534009,0.063401788,0.103266185,0.49065406,0.754122064,Not Significant
7555,LOC124906372,0,NA,NA,NA,NA,Not Significant
7556,LOC105377073,1.685769934,0.004753849,0.175104982,0.806661513,NA,Not Significant
7557,ELP6,1215.752086,-0.012902629,0.085276341,0.863155778,0.946118134,Not Significant
7558,LOC105377074,0,NA,NA,NA,NA,Not Significant
7559,CSPG5,14.17773979,-0.000144764,0.166539232,0.997684706,NA,Not Significant
7560,SMARCC1,4863.834581,0.113294613,0.086662855,0.130828576,0.367465154,Not Significant
7561,LOC124906234,0,NA,NA,NA,NA,Not Significant
7562,SNORD146,0.053667306,-0.000311351,0.17577668,1,NA,Not Significant
7563,HIGD2AP2,16.0645371,0.01694765,0.171870154,0.67171631,NA,Not Significant
7564,DHX30,4021.390089,-0.27942758,0.090040147,0.000482513,0.006182061,Down
7565,MIR1226,0.057957617,0.002179439,0.175776013,0.796839196,NA,Not Significant
7566,MAP4,15900.40762,0.258903123,0.101855984,0.003332725,0.028666742,Up
7567,CDC25A,2200.820815,-0.00392198,0.086759826,0.965871281,0.986793695,Not Significant
7568,MIR4443,0,NA,NA,NA,NA,Not Significant
7569,CAMP,0.364352506,0.00517223,0.175847966,0.541951111,NA,Not Significant
7570,ZNF589,188.0295281,0.382278715,0.180767489,0.004035137,0.032934875,Up
7571,NME6,650.8070391,0.034565355,0.083369196,0.629113391,0.837090667,Not Significant
7572,FCF1P2,123.0813502,0.18345896,0.159553837,0.084574352,0.280530114,Not Significant
7573,SPINK8,0,NA,NA,NA,NA,Not Significant
7574,MIR2115,0,NA,NA,NA,NA,Not Significant
7575,FBXW12,0,NA,NA,NA,NA,Not Significant
7576,PLXNB1,1551.620033,0.004541309,0.087356663,0.939417531,0.977003486,Not Significant
7577,CCDC51,751.901755,-0.158167348,0.10283304,0.06323203,0.23436872,Not Significant
7578,TMA7,2872.435961,-0.081449596,0.089146137,0.293950795,0.588865225,Not Significant
7579,ATRIP,19.22313203,0.019631511,0.164515709,0.747124868,NA,Not Significant
7580,ATRIP-TREX1,3.81130284,-0.030962592,0.176993648,0.320475246,NA,Not Significant
7581,TREX1,0,NA,NA,NA,NA,Not Significant
7582,SHISA5,6104.560414,0.006481086,0.143736774,0.956880594,0.982967165,Not Significant
7583,PFKFB4,1230.55245,0.1674606,0.099422502,0.045463571,0.190175741,Not Significant
7584,MIR6823,0,NA,NA,NA,NA,Not Significant
7585,UCN2,5.568020538,-0.039622238,0.178087202,0.293312459,NA,Not Significant
7586,COL7A1,18760.45279,-0.053164324,0.119123741,0.547865597,0.792029498,Not Significant
7587,MIR711,0.205844936,0.003714442,0.175799799,0.676471734,NA,Not Significant
7588,UQCRC1,6572.025639,-0.07782502,0.085979517,0.296957318,0.592019163,Not Significant
7589,SNORA94,0.732233461,0.010819785,0.17608514,0.344714204,NA,Not Significant
7590,TMEM89,1.639051901,0.003985799,0.174480538,0.851944811,NA,Not Significant
7591,SLC26A6,1427.445985,-0.174096866,0.093493193,0.030232959,0.142783681,Not Significant
7592,MIR6824,0,NA,NA,NA,NA,Not Significant
7593,CELSR3,279.7955337,0.03725947,0.119382214,0.673265719,0.861499007,Not Significant
7594,MIR4793,0,NA,NA,NA,NA,Not Significant
7595,LINC02585,1.488269671,-0.019354632,0.17662613,0.25844058,NA,Not Significant
7596,NCKIPSD,1488.627961,-0.032259832,0.069818214,0.633719191,0.838851312,Not Significant
7597,IP6K2,1604.950724,-0.118736126,0.092983108,0.138036837,0.380936137,Not Significant
7598,PRKAR2A,4002.265125,0.354200314,0.170176566,0.005406973,0.041414168,Up
7599,PRKAR2A-AS1,28.58366045,0.216588819,0.34290169,0.028938174,0.138154225,Not Significant
7600,SLC25A20,454.9539901,0.524989546,0.154240776,5.99E-05,0.001102384,Up
7601,ARIH2OS,14.08621557,0.009409228,0.165587728,0.869926203,NA,Not Significant
7602,ARIH2,3087.645999,-0.175185943,0.079613964,0.013750468,0.080998671,Not Significant
7603,P4HTM,678.9753441,-0.00353658,0.087308528,0.968122605,0.987853365,Not Significant
7604,LOC124906235,46.43335245,-0.155190901,0.209200924,0.115185289,0.339683012,Not Significant
7605,WDR6,5723.628803,-0.090433731,0.072578703,0.171444456,0.432782507,Not Significant
7606,DALRD3,626.4826541,0.154138241,0.108316726,0.074979938,0.260116343,Not Significant
7607,MIR425,0,NA,NA,NA,NA,Not Significant
7608,NDUFAF3,1396.490246,0.039593812,0.066806587,0.515500298,0.771767862,Not Significant
7609,MIR191,0.053667306,-0.000311351,0.17577668,1,NA,Not Significant
7610,IMPDH2,5887.613936,-0.07589776,0.087463636,0.316575764,0.612874981,Not Significant
7611,QRICH1,3616.969598,-0.119960207,0.070358057,0.060240929,0.227298324,Not Significant
7612,QARS1,4417.690094,-0.12919227,0.093464249,0.103960642,0.319119309,Not Significant
7613,MIR6890,0,NA,NA,NA,NA,Not Significant
7614,USP19,1977.925352,-0.047101385,0.073714302,0.519537343,0.774021465,Not Significant
7615,LAMB2,7591.191306,0.010170612,0.091695656,0.897867366,0.961059768,Not Significant
7616,LAMB2P1,1.897628917,-0.01345109,0.174884593,0.5683363,NA,Not Significant
7617,CCDC71,764.4663574,-0.102509341,0.088294515,0.179333143,0.443578894,Not Significant
7618,KLHDC8B,478.6200211,0.189832216,0.148570106,0.071253616,0.252489029,Not Significant
7619,C3orf84,0,NA,NA,NA,NA,Not Significant
7620,IHO1,1.331091035,0.019857712,0.176874323,0.144290356,NA,Not Significant
7621,C3orf62,93.45368719,0.015312992,0.151839251,0.843960212,0.937474178,Not Significant
7622,MIR4271,0,NA,NA,NA,NA,Not Significant
7623,USP4,1535.04723,0.297790888,0.09856891,0.000527442,0.006649855,Up
7624,LOC124906236,27.51457241,0.07322121,0.17622803,0.318139686,0.614467109,Not Significant
7625,GPX1,7005.869175,-0.202689303,0.129171088,0.04229401,0.180643587,Not Significant
7626,RHOA,19743.39809,0.060442265,0.081284863,0.410202819,0.696519808,Not Significant
7627,TCTA,843.6919159,0.125050141,0.114622654,0.164941688,0.423657789,Not Significant
7628,AMT,48.69071437,-0.054308144,0.162191196,0.480945079,0.746928185,Not Significant
7629,NICN1,366.1407681,0.281105656,0.138031157,0.008843457,0.059414332,Not Significant
7630,DAG1,7617.12469,0.377310027,0.137008381,0.000829942,0.009688404,Up
7631,BSN-DT,2.811199906,0.008138373,0.174142419,0.750342527,NA,Not Significant
7632,BSN,76.86347397,0.01333753,0.155032415,0.858038244,0.943805586,Not Significant
7633,APEH,2765.616399,0.01204922,0.096770429,0.883174728,0.954040489,Not Significant
7634,MST1,74.70819113,0.067873968,0.148641695,0.44010554,0.717999902,Not Significant
7635,RNF123,1210.999167,0.055036822,0.076381962,0.421876327,0.705133996,Not Significant
7636,AMIGO3,380.6289888,-0.039330017,0.121756019,0.658941447,0.854532389,Not Significant
7637,GMPPB,2115.404264,0.033746536,0.084455517,0.663110404,0.856776681,Not Significant
7638,IP6K1,3027.698114,0.219980079,0.069323349,0.000606864,0.007484812,Up
7639,CDHR4,3.107444346,-0.016073792,0.175246274,0.50784422,NA,Not Significant
7640,INKA1,42.81787181,0.043603811,0.164680116,0.532736672,0.782283752,Not Significant
7641,UBA7,515.400852,-0.061731435,0.181496997,0.257170536,0.545589719,Not Significant
7642,MIR5193,0.9188158,-0.001440626,0.175586123,0.885892551,NA,Not Significant
7643,TRAIP,483.4670509,-0.099168677,0.115306294,0.268273175,0.559433156,Not Significant
7644,CAMKV,1.430422426,-0.013722438,0.17572209,0.435453785,NA,Not Significant
7645,MST1R,106.3565839,-0.024129853,0.160233239,0.723937225,0.886087058,Not Significant
7646,MON1A,699.7078304,0.048378063,0.097050956,0.547979642,0.792029498,Not Significant
7647,RBM6,1651.596149,-0.002000025,0.076540593,0.976892134,0.990869,Not Significant
7648,RBM5,2152.250853,0.045990688,0.089181602,0.54893792,0.792436992,Not Significant
7649,RBM5-AS1,0.482249438,0.001341776,0.175669414,0.877570872,NA,Not Significant
7650,SEMA3F-AS1,3.303623195,-0.011422924,0.174782712,0.620781709,NA,Not Significant
7651,LOC124909484,22.34915739,0.187596612,0.322260692,0.021790307,0.113683284,Not Significant
7652,SEMA3F,1901.158843,0.069319168,0.12355124,0.44623683,0.721905008,Not Significant
7653,GNAT1,0.677549993,0.010495482,0.175992461,0.465124563,NA,Not Significant
7654,SLC38A3,36.8312924,0.009810219,0.159044373,0.887599188,0.955344039,Not Significant
7655,GNAI2,13700.65395,0.409515657,0.08164937,9.44E-08,3.97E-06,Up
7656,MIR5787,0.260240139,0.003004707,0.175754496,0.916854586,NA,Not Significant
7657,SEMA3B-AS1,0.251583417,-0.001711535,0.175785616,0.803895083,NA,Not Significant
7658,SEMA3B,932.1007861,0.362820294,0.171842341,0.004539509,0.036189902,Up
7659,MIR6872,0,NA,NA,NA,NA,Not Significant
7660,LSMEM2,5.239041613,-0.019324059,0.174023944,0.562358061,NA,Not Significant
7661,IFRD2,3545.773211,-0.055986641,0.119095963,0.537794787,0.784888228,Not Significant
7662,HYAL3,269.22253,0.11027184,0.125422605,0.238088588,0.520749315,Not Significant
7663,NAA80,185.7824848,0.198222178,0.146433017,0.058042535,0.222406716,Not Significant
7664,HYAL1,7.783402156,-0.023107425,0.17109027,0.618909538,NA,Not Significant
7665,HYAL2,1988.57806,-0.053761327,0.087411778,0.480835215,0.746928185,Not Significant
7666,TUSC2,1415.9668,-0.003045089,0.089584927,0.967581151,0.987463918,Not Significant
7667,RASSF1,1223.220891,-0.009599204,0.114959088,0.910390371,0.966138376,Not Significant
7668,RASSF1-AS1,12.91799638,-0.067295913,0.185485178,0.198989733,NA,Not Significant
7669,ZMYND10,24.08369378,0.027161125,0.165176818,0.665495282,0.858043867,Not Significant
7670,NPRL2,380.327011,-0.184770387,0.108915547,0.038217518,0.168331939,Not Significant
7671,LOC127898564,4.857807576,0.032609239,0.178316216,0.203963228,NA,Not Significant
7672,CYB561D2,245.8643692,-0.024030869,0.114405364,0.782867324,0.913439271,Not Significant
7673,TMEM115,1914.166703,0.141524552,0.077532526,0.042362239,0.180643587,Not Significant
7674,CACNA2D2,8.868219128,-0.014989816,0.172912436,0.673290932,NA,Not Significant
7675,LOC101928965,3.346481407,-0.045801836,0.181930151,0.132551847,NA,Not Significant
7676,LOC105377082,0,NA,NA,NA,NA,Not Significant
7677,LOC105377083,0,NA,NA,NA,NA,Not Significant
7678,C3orf18,215.8863144,0.027684889,0.128264017,0.7607902,0.903048906,Not Significant
7679,HEMK1,574.2270304,0.095008389,0.102604949,0.252755681,0.539480804,Not Significant
7680,CISH,76.82740397,0.065251106,0.15090153,0.455878888,0.728972213,Not Significant
7681,MAPKAPK3,1809.669158,0.204117617,0.095990579,0.013501377,0.080169773,Not Significant
7682,LINC02019,1.774970906,-0.007733731,0.174707083,0.715028797,NA,Not Significant
7683,DOCK3,166.9539756,-0.106487457,0.141468247,0.262743267,0.552988413,Not Significant
7684,MIR4787,0,NA,NA,NA,NA,Not Significant
7685,MANF,2807.464126,0.066629422,0.101908755,0.42457767,0.707377803,Not Significant
7686,RBM15B,3045.653599,0.116667107,0.093556092,0.146078047,0.394559177,Not Significant
7687,DCAF1,1698.550659,-0.176267578,0.084393781,0.018119991,0.099521871,Not Significant
7688,LOC105377085,0.16492638,-0.003649644,0.175785952,0.857938865,NA,Not Significant
7689,RAD54L2,1422.707602,-0.068992905,0.123022518,0.44111427,0.718625261,Not Significant
7690,LOC124906237,1.434813673,-0.01900138,0.176139984,0.345118081,NA,Not Significant
7691,TEX264,1185.530739,0.012452806,0.09907322,0.922624045,0.971041983,Not Significant
7692,GRM2,17.51279201,-0.075671008,0.187740964,0.189128569,NA,Not Significant
7693,LOC105377087,0.111259073,-0.002883007,0.175773593,0.857939698,NA,Not Significant
7694,IQCF6,0,NA,NA,NA,NA,Not Significant
7695,IQCF4P,0,NA,NA,NA,NA,Not Significant
7696,IQCF3,0,NA,NA,NA,NA,Not Significant
7697,IQCF2,0,NA,NA,NA,NA,Not Significant
7698,IQCF5-AS1,0,NA,NA,NA,NA,Not Significant
7699,IQCF5,0,NA,NA,NA,NA,Not Significant
7700,IQCF1,0.46391248,0.005012363,0.175662525,0.730319562,NA,Not Significant
7701,RRP9,1426.869748,-0.345910645,0.096623273,6.16E-05,0.001119957,Down
7702,PARP3,937.94123,-0.003363576,0.088990245,0.96887714,0.98795504,Not Significant
7703,GPR62,3.80710851,0.010647609,0.17356009,0.727095796,NA,Not Significant
7704,PCBP4,1410.123294,0.14224992,0.088489478,0.065023213,0.238678837,Not Significant
7705,ABHD14B,1168.555957,-0.176414874,0.104627929,0.045457917,0.190175741,Not Significant
7706,ABHD14A-ACY1,0,NA,NA,NA,NA,Not Significant
7707,ABHD14A,139.9909976,-0.025598449,0.146047165,0.751327269,0.89833303,Not Significant
7708,ACY1,7.777706419,-0.026283305,0.174123362,0.496301924,NA,Not Significant
7709,RPL29,11638.72336,-0.216232765,0.075762537,0.001737711,0.017284879,Down
7710,LOC105377088,0.115848434,0.003249006,0.175778167,0.796840423,NA,Not Significant
7711,LOC124906238,1.851568707,0.020911343,0.176601767,0.32110601,NA,Not Significant
7712,DUSP7,1816.638172,-0.083961728,0.096290986,0.308340912,0.604257044,Not Significant
7713,LINC00696,0.102922468,0.003168706,0.175774882,0.796840423,NA,Not Significant
7714,POC1A,1158.733336,-0.077164593,0.092440874,0.326813449,0.622318557,Not Significant
7715,ALAS1,3123.422425,-0.223953415,0.077565028,0.001417924,0.014806031,Down
7716,TLR9,4.468229877,-0.014023298,0.174140135,0.621017123,NA,Not Significant
7717,TWF2,2448.812163,-0.289786118,0.089160048,0.000351775,0.004790884,Down
7718,TWF2-DT,1.975852847,-0.008146235,0.175290954,0.618437117,NA,Not Significant
7719,PPM1M,248.9824875,0.179223242,0.139351471,0.075774518,0.261995288,Not Significant
7720,WDR82,5416.715693,-0.047202452,0.103644701,0.558182474,0.797666952,Not Significant
7721,MIRLET7G,0,NA,NA,NA,NA,Not Significant
7722,GLYCTK,314.4659754,-0.141420536,0.156337432,0.163044199,0.42101529,Not Significant
7723,GLYCTK-AS1,0,NA,NA,NA,NA,Not Significant
7724,MIR135A1,0,NA,NA,NA,NA,Not Significant
7725,DNAH1,55.79566449,-0.036833475,0.155135922,0.63392162,0.839040245,Not Significant
7726,BAP1,3580.271058,0.011327092,0.095829572,0.891880063,0.957924651,Not Significant
7727,PHF7,98.81789994,0.424096817,0.206572059,0.003828155,0.031837865,Up
